Date,Title,Description,Banner,Article Link,Author,Content
2 Sep 2021,Millions at risk under Ethiopia aid blockade - UN,"""The world's worst famine situation in decades"" is brewing in the north of the country, the UN says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58420509,2 September 2021ShareSaveAdd as preferred on Google,"The lives of millions of Ethiopians in the north of the country are under threat as aid supplies are not reaching the conflict-hit area, the UN has sa..."
30 Aug 2021,Food prices soar as war ravages Ethiopia,"Food prices are rising, the currency's value is falling and investor confidence is shaken.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58319977,"30 August 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC News, Africa correspondent","Ethiopia's 10-month war has come at a huge human cost, with thousands killed, millions displaced and many in desperate need of assistance. But that's ..."
20 Aug 2021,US accuses Ethiopia of blocking aid to Tigray,"Washington's aid chief says food is set to run out, with hundreds of thousands at risk of famine.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58279442,20 August 2021ShareSaveAdd as preferred on Google,The US international development agency has blamed the Ethiopian government for a shortage of humanitarian aid in the country's conflict-torn Tigray r...
19 Aug 2021,Teenagers become pawns in Ethiopia propaganda war,"The BBC is told they were forced to fight for Tigray's rebels, but were words put into their mouths?",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58189395,"19 August 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC News, Africa correspondent","The fog of war is a term usually used to describe confusion on the battlefield, but when it comes to Ethiopia, it could just as easily be applied to t..."
14 Aug 2021,Fact-checking claims about food aid for Tigray,Who's preventing desperately needed aid supplies reaching Ethiopia's Tigray region?,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/58189049,14 August 2021ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,"With conflict continuing in Ethiopia's Tigray region and nearby areas, the government has made a series of claims about the problems in accessing much..."
11 Aug 2021,Ethiopia using rape as strategy of war - Amnesty,"Sexual violations during the conflict in Tigray amount to war crimes, the rights group says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58167818,"11 August 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC News, Africa correspondent","The Ethiopian military and its allies are responsible for widespread sexual violence against women in Tigray, using rape as a strategy of war, Amnesty..."
10 Aug 2021,Ethiopian PM calls on civilians to join war effort,"Abiy Ahmed has asked all ""capable"" Ethiopians to join the fight against resurgent Tigrayan rebels.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58163641,10 August 2021ShareSaveAdd as preferred on Google,"Ethiopia's prime minister has called on civilians to join the army in its fight against rebels in the Tigray region. Abiy Ahmed asked ""all capable Eth..."
5 Aug 2021,Ethiopian rebels take Unesco world heritage town,"Forces from the Tigray region have taken control of Lalibela, home to famed rock-hewn churches.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58101912,5 August 2021ShareSaveAdd as preferred on Google,"Rebels from Ethiopia's northern Tigray region have taken control of the town of Lalibela, a Unesco world heritage site in neighbouring Amhara region. ..."
3 Aug 2021,Bodies wash up in Sudan-Ethiopia border river,"The corpses had gunshot wounds and hands tied behind their backs, a doctor tells the BBC.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58077642,"3 August 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC News, Africa correspondent","Bodies with gunshot wounds and hands tied behind their backs have washed up in a river in Sudan that borders Ethiopia, a doctor has told the BBC. Dr T..."
2 Aug 2021,Can Ethiopia be pulled back from the brink?,"The nine-month-long conflict in Tigray has spread, with little hope of peace talks taking place soon.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58051057,"2 August 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC News, Africa correspondent",There are increasing concerns about Ethiopian unity as the conflict in the northern Tigray region escalates. The nine-month-long war between Tigrayan ...
2 Aug 2021,Ethiopia rebels vow to fight until blockade ends,"Gen Tsadkan, who leads the rebel forces, tells the BBC they aim to reclaim lost territory.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58056588,2 August 2021ShareSaveAdd as preferred on Google,The commander of the rebel group in Ethiopia's northern region of Tigray has told the BBC they will continue fighting until their terms for a ceasefir...
29 Jul 2021,Fighting escalates in Ethiopia despite ceasefire,"Forces in Amhara are battling rebels on three fronts along the border with Tigray, officials say.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-58013100,29 July 2021ShareSaveAdd as preferred on Google,Intense fighting is being reported in Ethiopia's Amhara state - the latest sign that the war that erupted in the Tigray region in November is spreadin...
26 Jul 2021,First Ethiopian winner of Caine Prize 'in shock',"Judges praised Meron Hadero's short story The Street Sweep which ends in a ""clever twist"".",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57975088,26 July 2021ShareSaveAdd as preferred on Google,"Meron Hadero has become the first Ethiopian author to win the prestigious AKO Caine Prize for African Writing. ""I'm absolutely thrilled, I'm in shock ..."
22 Jul 2021,New front opens in Ethiopia war as aid fears grow,A bloody eight-month battle for control of the Tigray region spills over into neighbouring Afar.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57926832,"22 July 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC News, Africa correspondent",A bloody eight-month battle for control of the north Ethiopian state of Tigray has spilled over into the neighbouring region of Afar in the past week....
15 Jul 2021,Fleeing Ethiopia for fear of new ethnic conflict,"""War is inevitable - it is ethnic cleansing,"" says an Ethiopian doctor who has escaped to Sudan.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57818673,"15 July 2021ShareSaveAdd as preferred on GoogleAndrew HardingBBC News, Hamdayet, Sudan","Almost every night, a handful of young men slip across the well-guarded border, swimming across a fast-flowing brown river and trudging into Sudan to ..."
11 Jul 2021,Ethiopia's PM resoundingly wins delayed election,"Abiy Ahmed won another five-year term with an overwhelming majority, Ethiopia's election board says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57791868,11 July 2021ShareSaveAdd as preferred on Google,"Ethiopian Prime Minister Abiy Ahmed has won the country's delayed elections with an overwhelming majority, the election board said on Saturday. The bo..."
8 Jul 2021,Why Ethiopia can't stop the River Nile dam being filled,The massive hydroelectric plant is not like a bath with a tap that can be turned on and off at will.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-53432948,8 July 2021ShareSaveAdd as preferred on GoogleDamian ZaneBBC News,"The long-running dispute between Egypt, Sudan and Ethiopia over a massive hydroelectric dam being built on the River Nile shows no sign of being resol..."
6 Jul 2021,Egypt angered over filling of Nile mega-dam,The dispute over the Grand Ethiopian Renaissance Dam has become a source of tension in the region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57734885,6 July 2021ShareSaveAdd as preferred on Google,Egypt has accused Ethiopia of violating international law after it received a notice saying that Ethiopia's dam upstream on the Nile is now filling up...
4 Jul 2021,"Accept our rule or no truce, Tigray rebels say","The rebels, who have retaken much of the Ethiopian region, also insist Eritrean troops must withdraw.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57714799,4 July 2021ShareSaveAdd as preferred on Google,Rebels in Ethiopia's Tigray region say they must be recognised as its legitimate government before they accept any ceasefire. The withdrawal of Eritre...
3 Jul 2021,"UN warns 400,000 suffering famine in Ethiopia","Millions more are at risk of starvation due to the conflict in Tigray, the organisation says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57703538,3 July 2021ShareSaveAdd as preferred on Google,"Recent fighting in the Tigray region of Ethiopia has resulted in a famine that is now affecting more than 400,000 people, UN officials say. In its fir..."
2 Jul 2021,Rebel resurgence raises tough questions for Ethiopia,The capture of the Tigrayan capital Mekelle puts huge pressure on Prime Minister Abiy Ahmed.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57693784,"2 July 2021ShareSaveAdd as preferred on GoogleVivienne NunisBBC Africa correspondent, Nairobi","The rebel capture of Tigray's capital city Mekelle is a significant milestone in the eight-month conflict in northern Ethiopia, which has killed thous..."
1 Jul 2021,The mastermind behind the rebel advance in Tigray,A former army general is leading the war against the Ethiopian government.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57583208,1 July 2021ShareSaveAdd as preferred on Google,"For the second time in his life, a former army general has found himself at the centre of a rebellion against the Ethiopian government in the mountain..."
30 Jun 2021,Ethiopian rebels gain more ground in war-torn north,Tigrayan fighters continue their advance after wresting the regional capital from government forces.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57642746,30 June 2021ShareSaveAdd as preferred on Google,Rebel fighters in the Tigray region of Ethiopia are continuing to gain ground after recapturing the regional capital Mekelle from government forces. T...
29 Jun 2021,Ethiopia's Tigray war - and how it erupted,A conflict in northern Ethiopia is threatening to destabilise the region. This is why it erupted.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-54964378,29 June 2021ShareSaveAdd as preferred on Google,A conflict between the government of Ethiopia and forces in its northern Tigray region has thrown the country into turmoil. Fighting has been going on...
29 Jun 2021,Ethiopia rebels seize capital of devastated region,Supporters celebrate in Mekelle as officials flee the city and the government calls for a ceasefire.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57645282,29 June 2021ShareSaveAdd as preferred on Google,"Rebel forces in Ethiopia's northern Tigray region have retaken its capital, Mekelle, sparking street celebrations and forcing officials to flee. Resid..."
29 Jun 2021,The day a bomb hit a Tigray market,The Ethiopian government denies targeting civilians but many died when a missile hit a crowded marketplace.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/57602162,29 June 2021ShareSaveAdd as preferred on GoogleReality Check teamBBC News,New satellite images show more clearly the damage caused by an Ethiopian missile strike on a market town in the northern region of Tigray. Conflicting...
29 Jun 2021,Celebrations as Tigray rebels capture territory,Supporters of rebel forces in Ethiopia's Tigray region celebrate as Eritrean forces leave the town of Shire.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57649011,Unknown,No content found
24 Jun 2021,Egypt seeks new African allies in Nile dam row,"Recent years have seen a dramatic re-engagement with Africa, especially the Nile Basin countries.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57467640,24 June 2021ShareSaveAdd as preferred on Google,Egypt is trying to strengthen its diplomatic and military clout in Africa amid an escalating dispute with Ethiopia over the building of a huge dam on ...
23 Jun 2021,Heavy casualties reported in Ethiopia air strike,"Eyewitnesses tell the BBC the Ethiopian air force struck a market, which it denies.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57580691,23 June 2021ShareSaveAdd as preferred on Google,Dozens of people have reportedly been killed or injured after Ethiopia's air force bombed a market in the northern region of Tigray. Eyewitnesses told...
22 Jun 2021,Heavy fighting reported in Ethiopian Tigray region,"Rebel forces claim to have seized several towns, which the army has dismissed as ""fake news"".",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57560543,22 June 2021ShareSaveAdd as preferred on Google,"Heavy fighting has broken out in several areas in Ethiopia's northern region of Tigray between rebels and federal troops, reports say. The rebel Tigra..."
21 Jun 2021,Ethiopians cast their votes in a delayed election,Ethiopians took to the polls in what is seen as PM Abiy Ahmed's biggest electoral test since taking power in 2018.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57562100,Unknown,No content found
21 Jun 2021,Ethiopia PM denies reports of hunger in Tigray,"The UN says 350,000 people are living in famine conditions after eight months of war in the region.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57556740,21 June 2021ShareSaveAdd as preferred on Google,Ethiopia's Prime Minister Abiy Ahmed has denied that there is hunger in the country's war-torn Tigray region. Speaking at a polling station on the day...
21 Jun 2021,Ethiopian PM faces first election amid conflict,"Abiy Ahmed is hoping to secure a popular mandate, but polls are not being held in war-torn Tigray.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57513115,21 June 2021ShareSaveAdd as preferred on Google,Ethiopians have been voting in key elections amid rising tensions and a conflict in the northern Tigray region. This pandemic-delayed poll is Prime Mi...
21 Jun 2021,Ethiopia's PM: 'There is no hunger in Tigray',The Ethiopian prime minister casts his vote in a key election for the country amid rising tensions.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57551057,Unknown,No content found
20 Jun 2021,Former prisoner in charge of Ethiopia’s elections,"Birtukan Mideksa, a former opposition leader who went into exile in the US, says ""shortfalls are inevitable"".",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57486959,20 June 2021ShareSaveAdd as preferred on GoogleHaimanot AshenafiBBC Amharic,"A former political prisoner who went into exile in the US, Birtukan Mideksa is now centre-stage in Ethiopia as she oversees the country's first parlia..."
18 Jun 2021,Why Ethiopia’s 'alphabet generation' feel betrayed,"PM Abiy Ahmed swept to power after mass protests, but his Oromo community still feel like outsiders.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57524513,18 June 2021ShareSaveAdd as preferred on GoogleLucy FlemingBBC News,"When Abiy Ahmed became prime minister of Ethiopia three years ago, the Oromo community felt their shackles had finally been broken. He was one of them..."
17 Jun 2021,Ethiopia election: A sham or democratic rebirth?,Why the stakes are so high in the nation's first attempt at free and fair elections.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57467645,17 June 2021ShareSaveAdd as preferred on Google,"Ethiopia is poised to hold what its prime minister calls the nation's first attempt at free and fair elections, but it is taking place amid deepening ..."
17 Jun 2021,Why what's happening in Ethiopia matters for Africa,Famine conditions and insecurity in Tigray as well as upcoming elections affect the future of Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57505436,Unknown,No content found
16 Jun 2021,'I walked three days to find a hospital for my son',People's lives in northern Ethiopia are in tatters as they deal with famine in the ruins of a war zone.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57486954,16 June 2021ShareSaveAdd as preferred on Google,People's lives in Ethiopia's rocky and mountainous region of Tigray are in tatters as they deal with famine in the ruins of a war zone. Government tro...
16 Jun 2021,How Ethiopia has changed over the last 50 years,The BBC charts the dramatic changes and challenges facing the country as it goes to the polls.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57428039,16 June 2021ShareSaveAdd as preferred on Google,"The BBC charts the dramatic changes in Ethiopia and the big challenges facing the country, as the nation prepares to vote in the first election since ..."
14 Jun 2021,A quick guide to Ethiopia's election,Prime Minister and Nobel laureate Abiy Ahmed faces his first electoral test since taking office.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57102189,14 June 2021ShareSaveAdd as preferred on Google,Ethiopia is due to hold elections on 21 June despite a bloody conflict and looming famine in the north and escalating tensions among its biggest ethni...
13 Jun 2021,'We make it or we die',Every year thousands of migrants risk it all on the perilous journey from Ethiopia to Saudi Arabia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57447744,Unknown,No content found
13 Jun 2021,G7 calls for access to famine-hit Ethiopian region,The Ethiopian region has been devastated by fighting between rebels and government forces.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57460462,13 June 2021ShareSaveAdd as preferred on Google,"The G7 group has called for unimpeded access for aid workers to Ethiopia's northern Tigray region, where the UN says some 350,000 people are living in..."
11 Jun 2021,"33,000 Ethiopia children risk death from hunger - UN",The Ethiopian region has been devastated by fighting between rebels and government forces.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57446154,11 June 2021ShareSaveAdd as preferred on Google,"About 33,000 severely malnourished children in the Tigray region of Ethiopia are at high risk of death, the UN children's agency Unicef has warned. Ti..."
11 Jun 2021,The tragedy of Ethiopia's man-made famine,Aid workers are still unable to reach large parts of Ethiopia’s Tigray region because of the war there.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57422168,11 June 2021ShareSaveAdd as preferred on GoogleAlex de WaalAfrica analyst,"""There's famine now in Tigray."" The world's most senior humanitarian official, UN emergency relief coordinator Mark Lowcock, said these frank words on..."
10 Jun 2021,UN aid chief says there is famine in Ethiopia,"More than 350,000 people are living in ""severe crisis"" after months of conflict in the Tigray region.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57432280,10 June 2021ShareSaveAdd as preferred on Google,"UN humanitarian chief Mark Lowcock has said there is famine in northern Ethiopia after the release of a UN-backed analysis of the situation. ""There is..."
8 Jun 2021,"Tigray conflict: ‘We have no food, we face death’",Residents in war-torn Ethiopia tell of looted crops and cattle and no aid as the UN warns of famine.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57397901,8 June 2021ShareSaveAdd as preferred on Google,"People in a district of Ethiopia's Tigray region have told the BBC they are on the verge of starvation. ""We don't have anything to eat,"" a man in Qaft..."
8 Jun 2021,Fact-checking Ethiopia’s Nobel Prize-winning PM,Prime Minister Abiy Ahmed is facing his first major electoral test. But what has he achieved?,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57158038,8 June 2021ShareSaveAdd as preferred on GoogleReality Check teamBBC News,"Since Ethiopian Prime Minister Abiy Ahmed assumed office in 2018, he has been praised as a peacemaker and economic reformer in a country which had bee..."
30 May 2021,Tens of thousands in Ethiopia attend anti-US rally,People in Addis Ababa staged a massive rally to protest US sanctions over the Tigray conflict.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57301279,Unknown,No content found
30 May 2021,Tens of thousands attend Ethiopia's anti-US rally,It comes days after US President Joe Biden called for a ceasefire in conflict-hit Tigray.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57298019,30 May 2021ShareSaveAdd as preferred on Google,"More than 10,000 people have attended an anti-US rally in Ethiopia's capital, Addis Ababa, to denounce President Joe Biden's policy on the conflict in..."
28 May 2021,Why Ethiopia genocide debate may be a distraction,Concern is mounting about the devastating effects of the conflict raging in Tigray since November.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57226551,28 May 2021ShareSaveAdd as preferred on GoogleAlex de WaalAfrica analyst,The patriarch of Ethiopia's Orthodox Church recently ignited controversy when he said that genocide was being committed in the northern Tigray region....
27 May 2021,Biden demands ceasefire in Ethiopia Tigray region,The US president highlights the rights abuses and the possibility of famine as fighting continues.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57266110,27 May 2021ShareSaveAdd as preferred on Google,"US President Joe Biden has called for a ceasefire in Ethiopia's conflict in the northern region of Tigray. Mr Biden demanded an end to ""large-scale hu..."
24 May 2021,'We won independence but still await freedom',"As Eritrea marks 30 years of independence from Ethiopia, a former fighter reflects on what has been achieved.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57187736,24 May 2021ShareSaveAdd as preferred on Google,Eritrea is officially marking 30 years of independence from Ethiopia. Former BBC Tigrinya editor Samuel Ghebhrehiwet was a soldier who fought for inde...
18 May 2021,Ethiopian fears over new election delay,"The prime minister promises the election will be held soon, and will be free and fair.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57094394,18 May 2021ShareSaveAdd as preferred on Google,The impending postponement of Ethiopia's election has raised fears of further inflaming political tension in the country. At a meeting on Saturday wit...
10 May 2021,Ethiopian ex-UN peacekeepers seek asylum in Sudan,"More than 100 people apply for asylum, as concern mounts over the conflict in Tigray.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-57055014,10 May 2021ShareSaveAdd as preferred on Google,More than 100 former United Nations peacekeepers from Ethiopia have sought asylum in Sudan. The group was part of a recently closed UN mission in Suda...
21 Apr 2021,Sudan talks tough with Ethiopia over River Nile dam,Sudan seems to have sided with Egypt in its row with Ethiopia over a dam on the River Nile.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-56799672,21 April 2021ShareSaveAdd as preferred on Google,Sudan is caught in the middle of a decade-long row between Ethiopia and Egypt over the dam Ethiopia is building on the River Nile and in recent months...
5 Apr 2021,The Weeknd donates $1m to Ethiopians in conflict,"The Canadian popstar says his ""heart breaks for innocent civilians being senselessly murdered"".",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-56638328,5 April 2021ShareSaveAdd as preferred on Google,"R&B singer The Weeknd has promised to donate $1m (£700,000) to Ethiopians caught up in the conflict in Tigray. The star, born Abel Tesfaye in Canada, ..."
2 Apr 2021,World powers condemn 'abuses' in Ethiopia conflict,The G7 nations demand an investigation into reported human rights violations.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-56613940,2 April 2021ShareSaveAdd as preferred on Google,"The G7 group of leading economic powers has said it is ""strongly concerned"" by reports of human rights abuses in Ethiopia's conflict-hit Tigray region..."
1 Apr 2021,Who’s committed this massacre in Ethiopia?,A series of disturbing videos obtained by the BBC appear to show a massacre of unarmed civilians in Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-56611126,Unknown,No content found
1 Apr 2021,Evidence suggests Ethiopian military behind massacre,"A BBC Africa Eye investigation uncovers the location of a massacre, and evidence linking it to the military.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-56603022,1 April 2021ShareSaveAdd as preferred on GoogleAfrica EyeBBC World Service,An investigation by BBC Africa Eye has uncovered evidence that a massacre in northern Ethiopia was carried out by members of the Ethiopian military. I...
26 Mar 2021,Eritrea 'to withdraw' troops from Ethiopia - PM,International pressure is growing on Ethiopia to end fighting that has displaced thousands.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-56536360,26 March 2021ShareSaveAdd as preferred on Google,"Eritrea will withdraw troops from Ethiopia almost five months after a conflict started in the Tigray region, Ethiopia's prime minister has said. The s..."
25 Mar 2021,Aid workers saw Ethiopian soldiers kill civilians,"Four passengers were taken out of buses after an apparent ambush and shot dead, MSF says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-56524991,25 March 2021ShareSaveAdd as preferred on Google,Médecins Sans Frontières (MSF) staff say they witnessed the extrajudicial killing of four civilians by Ethiopian soldiers in Tigray earlier this week....
25 Mar 2021,The fake diplomat and other Tigray claims fact-checked,An information war has been raging over the Tigray conflict with both sides sharing misleading claims.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/56456535,25 March 2021ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,Tensions remain high in Ethiopia's northern Tigray region with continued allegations of human rights abuses and the risk of further instability. The c...
